task,horizon,bundle,model,accuracy,balanced_accuracy,ba_std,auc,brier,baseline_brier,majority_accuracy,persistence_balanced_accuracy,evaluations,selection_score
direction,24,cot_exploratory,xgboost,0.5070216822575869,0.5067028367879508,0.011991907221684799,0.5103663013778748,0.2528095975007886,0.25003039968175717,0.5022234907273395,0.49808780937402036,14,0.5007068831771084
direction,24,cot_exploratory,catboost,0.5065515384343492,0.5061986174080438,0.011137072560308372,0.5097233139175151,0.2525597108101156,0.25003039968175717,0.5022234907273395,0.49808780937402036,14,0.5006300811278896
direction,72,cot_exploratory,logistic,0.5088953193389981,0.5093592996673211,0.017611168500915746,0.5204074995884919,0.2563207836574984,0.25001922614530725,0.4997820819368603,0.4936196214638246,14,0.5005537154168632
direction,24,fomc,hist_boost,0.5062853859285191,0.5050317670807342,0.009743039036841128,0.5052806172606148,0.25311446235640805,0.25003039968175717,0.5022234907273395,0.49808780937402036,14,0.5001602475623136
high_volatility,72,price,logistic,0.6060520082457862,0.5059786183107965,0.012292945754220267,0.525881406247126,0.23826458391875102,0.23738310593734507,0.6126333014868235,0.5950842345596069,14,0.49983214543368637
direction,72,fomc,hist_boost,0.5097944702292493,0.5091748777899074,0.01975706706418392,0.5072675399918659,0.25883480039111334,0.25001922614530725,0.4997820819368603,0.4936196214638246,14,0.4992963442578155
direction,24,context,extra_trees,0.5047280087562767,0.504525833083824,0.010516675250405593,0.5076560654693907,0.25061801251899346,0.25003039968175717,0.5022234907273395,0.49808780937402036,14,0.49926749545862126
direction,72,price,hist_boost,0.5036481288146744,0.5037079221677109,0.009640488969477896,0.5044171642467067,0.2517187766322672,0.25001922614530725,0.4997820819368603,0.4936196214638246,14,0.49888767768297193
direction,72,price,catboost,0.5038873619930697,0.5043084812956464,0.011969448145002736,0.5056320561088811,0.25078169966294833,0.25001922614530725,0.4997820819368603,0.4936196214638246,14,0.49832375722314504
direction,24,fomc,logistic,0.5049941763719399,0.5050085617446537,0.01338941766573111,0.5086580834937743,0.25162995601515303,0.25003039968175717,0.5022234907273395,0.49808780937402036,14,0.49831385291178815
direction,24,context,logistic,0.5033713525362882,0.5039797189529963,0.011565449230206993,0.5029452357927103,0.251557688200081,0.25003039968175717,0.5022234907273395,0.49808780937402036,14,0.49819699433789283
direction,24,context,catboost,0.5042615277677169,0.503581629342366,0.011816265630444753,0.505580294010372,0.25143335755177443,0.25003039968175717,0.5022234907273395,0.49808780937402036,14,0.49767349652714366
direction,72,price,extra_trees,0.5011697000084387,0.503019638700637,0.01085593854882785,0.5036790145846222,0.2503603912412978,0.25001922614530725,0.4997820819368603,0.4936196214638246,14,0.4975916694262231
